vGraph,cora,0.05,128,0.1,0,0.005662384201626614,0.09249087240522084
vGraph,cora,0.05,128,0.1,100,0.004904761714781283,0.143841804534857
vGraph,cora,0.05,128,0.1,200,0.006105251791547467,0.16255086102435543
vGraph,cora,0.05,128,0.1,300,0.010253811566082509,0.2510995687878258
vGraph,cora,0.05,128,0.1,400,0.03714642310429518,0.44989969230309745
vGraph,cora,0.05,128,0.1,500,0.05865080707952156,0.517379296560282
vGraph,cora,0.05,128,0.1,600,0.0636302370005971,0.5197906945989421
vGraph,cora,0.05,128,0.1,700,0.0688520103785626,0.5566795923105784
vGraph,cora,0.05,128,0.1,800,0.06915106102048828,0.5615877879552077
vGraph,cora,0.05,128,0.1,900,0.07459276772046021,0.5676761955688142
vGraph,cora,0.05,128,0.1,1000,0.07755430582887994,0.5617567742784975
vGraph,cora,0.05,128,0.1,1100,0.07618845397278827,0.5662392643877272
vGraph,cora,0.05,128,0.1,1200,0.07684604538622859,0.558139372093848
vGraph,cora,0.05,128,0.1,1300,0.07326143355537605,0.5640862368348616
vGraph,cora,0.05,128,0.1,1400,0.07644218681280972,0.568598108846505
vGraph,cora,0.05,128,0.1,1500,0.08015403362184616,0.5691614982996908
vGraph,cora,0.05,128,0.1,1600,0.07575692310144372,0.5679659761518747
vGraph,cora,0.05,128,0.1,1700,0.07296030814491605,0.5655730472504068
vGraph,cora,0.05,128,0.1,1800,0.0758753120701259,0.5681801930152272
vGraph,cora,0.05,128,0.1,1900,0.08084410912594482,0.5615812187577224
vGraph,cora,0.05,128,0.1,2000,0.07714309771003867,0.5659098891334848
vGraph,cora,0.05,128,0.1,0,0.003923978371144492,0.10628125125191674
vGraph,cora,0.05,128,0.1,100,0.006217025112619577,0.14775812315371448
vGraph,cora,0.05,128,0.1,200,0.006314164177472571,0.16500372039140643
vGraph,cora,0.05,128,0.1,300,0.026510306719035932,0.3471820332520571
vGraph,cora,0.05,128,0.1,400,0.04006831532354244,0.49331218003880056
